comment,debt
actual happi drop though updat document wiki suggest peopl use hub joshrosen rxin would one guy abl put line httpscwikiapacheorgconfluencedisplaysparkusefuldevelopertool process use verifi good drip,documentation_debt
name need messagetyp name use instead pass separ,code/design_debt
unnecessari semicolon end line,code/design_debt
make various chang improv throttl server use config librari add polici endpoint throttl server queri polici particular resourc add expir resourc broker polici reload alway get newest one config librari refactor config librari client make load config effici refactor hadoop config store make less confus,code/design_debt
let pass map mapglobalrebalancepreferencekey integ clusterconfig much rebalanc,code/design_debt
nullcount check null minvalu maxvalu use without similar check,code/design_debt
nitpick blank line comment like,code/design_debt
remov reportparseexcept alway true alway thrown handl depend config,code/design_debt
dont think realli need multipl webserv worker process refresh would lead confus state new list old way tell unless way make worker perform,code/design_debt
cur brace need follow case statement,code/design_debt
test case kvstore unit test case also need integr test ensur work expect,test_debt
call effect clone properti alreadi clone insid jdbc dont need,code/design_debt
okay catch ignor throwabl oom never ignor lead absolut unexpect situat best catch nonfatalex ignor log warn throwabl log warn rethrow,code/design_debt
lockeddriverst nest class within driver use outsid well complex enough class driverst nest class transit lock facilit function within,code/design_debt
consist zookeep replac zookeep match offici name,code/design_debt
see exampl pass codegen fail codegen fix use map3 pass codegen fail codegen right think yet found work implement sinc problem aris say expect null nonnul datatyp add check mean instead pretend expect valu nullabl cant add check case nullabl sure contain null think would better would abl distinguish failur caus bad test test written wrong failur caus bug test think,code/design_debt
classload wont help still need separ jvm jvm load class trys parent classload first class alreadi wont load need least one separ process dont like tri mani time separ jvm mayb tri like test codec may fail everi time sometim test fail also sure realli need test may get static checker find class initi subclass static initi prevent similar car futur,test_debt
abl singl run pkinesisasl pyarn phive phivethriftserv even think phive unnecessari think affect packag right phadoop22 unnecessari that default,code/design_debt
rdblue yea possibl tri adopt suggest make clear tableprovidergett take tabl metadata method signatur becom tableprovid anoth gettabl method need infer schemapartit previous method signatur make consist chang use properti mapstr string also renam loadtabl sinc need touch mani file anyway still keep old method signatur todo chang later much smaller,code/design_debt
work prepar flink11726 singleinputgatecr could remov unus paramet executionattemptid constructor singleinputg could remov unus paramet taskiometricgroup introduc createsingleinputg reus process creat singleinputg relat test chang trivial rework code cleanup without test coverag,code/design_debt
tianyouyangi qiuchenjian suggest pleas chang chines english pleas chang titl hotfixdoc fix format sql dmlofcarbondatamd avoid ambigu qiuchenjian origin sql doc actual two statement seper avoid ambigu thank,documentation_debt
actual want longmaxvalu seem error prone sinc normal thing ttl add current time caus overflow sentinel valu infinit ttl,code/design_debt
also correct would good includ test case case happen actual oper null valu store enum nullabl result schema correct oper like isnotnul work correct,test_debt
nit except duplic field caseinsensit mode test titl origin one verbos,code/design_debt
see comment issu abl reproduc evid declar flaki test unless there data would disabl test inform far prevent lower qualiti bar,test_debt
2237 administrationauth remov howev remov sidebard caus failur build websit remov administrationauth sidebar also remov codebas page doesnt make sens code chang happen frequent page quick becom outofd addit cleanup thing sidebar,code/design_debt
itd realli great unit test mani method performtaskassign method alreadi pretti lengthi unit test wherea seem lot permut branch would help confid theyd help regress test ifwhen get back code,test_debt
nit use api use jsonformatschema,code/design_debt
thanx vinayakumarb check seem comment isnt come problem check isnt come patch anyway build seem clean,documentation_debt
get bit confus seem currentworkerassign mutat caus differ,code/design_debt
whitespacetab line,code/design_debt
except messag look bit confus say given type support support certain type javautillist javautilmap,code/design_debt
also think difficult appli new style checker new code clean code originmast style checker suggest merg enforc new style develop develop check style code chang,code/design_debt
erikdubbelbo make sens pleas add comment code use add unit test verifi function,test_debt
indent hook,code/design_debt
test probabl name testzkclientasyncfailuremetr sinc new code ad metric aync function alreadi cover exist test said check whether possibl add metric test exist test mock result would save one addit test file avail code path mani effort involv fine separ test pleas check zkclient monitor test,code/design_debt
improv implement gpu argwher ad httpsgithubcomapachetvmpull6868 use exclus scan see httpsgithubcomapachetvmpull7303 current implement argwher ineffici use atom updat write locat sinc thread compet singl locat effect make sequenti kernel moreov sinc output indic need lexicograph sort current implement involv sort along axi sinc argwher liter instanc stream compact perfect applic exclus scan argwher simpli consist singl call exclus scan boolean flag array comput write indic compact use write indic copi element nonzero condit high parallel oper thus atom sort gone vast simplifi implement moreov also bring huge speed shown number milli sec pleas review zhiic laurawli mbrookhart tkonolig anijain2305 trevorm,code/design_debt
cleaner simpli pass metric registri associ compon regist granular group metric zkutilsmetr overload zkjobcoordinatormetr confus compon zkutil also access coordinationservic hth thank,code/design_debt
need use linkedhashmultimap key uniqu,code/design_debt
4490 cover case perform endtoend test snapshot found trace still aggreg correct fix problem sure test catch issu unfortun cannot provid better automat coverag contribut guidelin httpsgithubcomapachecamelblobmastercontributingmd,test_debt
add comment say exclud test case custom test somewher,test_debt
rethink think better indic threshold also determin number thread parallel set zero negat number,code/design_debt
fix bug wherebi call registererror follow data set would return null null null null null null null null instead improv javadoc registererror also remov javadoc add anyth method name made code readabl time fix subtl error spock branch bug fix nonbreak chang fix issu styleguid httpswikiapacheorgjmetercodestyleguidelin,code/design_debt
realli need isnt bulkloadhfilesbyfamili load fals default set loadincrementalhfiles195 perhap move separ method could overridden testloadincrementalhfilesbyfamili avoid duplic whole setupbeforeclass child class,code/design_debt
want use decor also prevent regress schedul perform method critic optim use queri easili broken context manag allow detect regress regard,code/design_debt
get rid wingpumkldnn test altogeth still leav flaki wingpu seen build rough code window ami result far wingpu wingpumkldnn build number link 15 httpjenkinsmxnetciamazonmlcomblueorganizationsjenkinsmxnetvalidation2fwindowsgpudetailpr1780815pipelin httpjenkinsmxnetciamazonmlcomblueorganizationsjenkinsmxnetvalidation2fwindowsgpudetailpr1780814pipelin httpjenkinsmxnetciamazonmlcomblueorganizationsjenkinsmxnetvalidation2fwindowsgpudetailpr1780812pipelin httpjenkinsmxnetciamazonmlcomblueorganizationsjenkinsmxnetvalidation2fwindowsgpudetailpr1780813pipelin ofcours test local differ stori tell,test_debt
unus pleas remov,code/design_debt
regard name convent bindaddress addressbind think masterbindaddress read natur masteraddressbind support logic group addressrel config configur hierarchi better pars easili incorpor futur chang exampl futur chang could benefit addressbind form could includ work address explicit public advertis address case bind address public reachabl case complic network setup cloud servic infrastructur exampl lean toward serviceaddressaddresstyp name convent rather serviceaddresstypeaddress convent current open discuss name hard think,code/design_debt
nit also equal,code/design_debt
suppos instead line 123 boolean usepartitioninfofordatamapprun tableishivepartitiont filter null filterisempti partit null use flag reset line 138 confus,code/design_debt
that side improv drop major goal comment fix problem datastreamwrit isnt purpos introduc datastreamwriterv2 rather provid symmetr user experi batch stream dataframewriterv2 end user run batch queri catalog tabl writer side wherea stream queri doesnt someth enabl problem describ previous comment simpli problem structur stream let explain end comment might go topic see dataframewriterv2 integr lot benefit fluent logic plan write node etc great datastreamwriterv2 think theyr key part writerv2 support catalog tabl simpli major reason regard problem structur stream kick incomplet state support continu mode structur stream basic concern continu mode rather appli hack workaround architectur limit one care communiti initi discuss earlier comment various prs think complet mode kick well mode address limit case treat one valid mode add much complex oper basic shouldnt support stream queri support complet mode vice versa mode doesnt fit natur use spark doesnt support true updat mode sink spark support updat mode sink content extern storag equival complet mode provid without dump output that miss featur queryabl state probabl simul complet mode via special state oper work updat mode specif microbatch support dsv1 also major headach lot pattern match microbatchexecut support dsv1 even therer workaround appli dsv1 29700 rememb answer discuss thread dsv1 stream data sourc expos public api great news see actionplan get rid someth dsv2 cannot cover function possibl dsv1 priorit address problem,code/design_debt
understand hardcod expect name convent would chang go continu nnnsnapshot convent name,code/design_debt
document need updat copi mkldnn array spars ndarray work,documentation_debt
yvsubhash right problem relat one snapshot xenserv work said howev sometim except happen copi snapshot secondari storag snapshot primari storag clean still investig tri find way solv problem btw thank repli,code/design_debt
nit need need reduc one space need,code/design_debt
nit pleas use upper case possibl list archiv,code/design_debt
possibl hundr place code quot left side insid follow prefer keep make code bit readabl,code/design_debt
like idea mean webfrontend show valu actual use even config make even nicer would cool show valu come config top show one default use second section add unit test check key configconst convert think easi check via enumer field class use reflect,test_debt
spark8639 doc fix minor typo document,documentation_debt
two line look duplic could remov duplic two line via follow,code/design_debt
look good definit cleaner,code/design_debt
convert bang ask avoid scari warn block remov,code/design_debt
also need add user doc along exampl new function,documentation_debt
havent measur much time increas caus purpos chang make test independ use beforeclass afterclass tag method need static variabl instanti produc systemadmin need static well variabl instanti exact test suit use unit test test suit thus kind allow interfer test make make test develop difficult develop patch interfer must caus problem requir make chang dont exact rememb problem general seem like good practic make unit test independ think,test_debt
get rid,code/design_debt
add document gpu perform quantize exampl end user know gpu perform expect slower cpu fix httpsgithubcomapacheincubatormxnetissues10897 unit test ad small chang verifi correct ad new oper night test ad complicatedlongrun one chang distribut kvstore build test ad build configur chang ad new build option nccl userfac api chang api doc string updat new function header file function argument document new exampl readmemd ad explain exampl sourc dataset expect perform test set refer origin paper applic check api doc httpmxnetcidocs3acceleratedualstackamazonawscomprpridbuildidindexhtml chang backward incompat chang must chang made interest edg case note thomasdelteil reminisc mxnetlabelbot prawaitingreview,test_debt
total nit isnt clearer write issupportedcomparison avoid invert logic everywher,code/design_debt
want return reus next trigger,code/design_debt
thank investig heartsavior origin logic look safe think better way,requirement_debt
slow perform critic code,code/design_debt
keep four space indent paramet method createprojectionrexprogram,code/design_debt
clean transport map doc,code/design_debt
dsclose think better split isol prs issu isol honest commit look good similar fix product other need test,test_debt
actual look comalibabarocketmqcommonservicethread httpgrepcodecomfilerepo1mavenorgmaven2comalibabarocketmqrocketmqcommon326comalibabarocketmqcommonservicethreadjava look like servicethread lot synchron notifi make impl much harder review without intim understand servicethread regard test general recommend framework unittest friend tool use easymock forc behavior test,code/design_debt
cast unnecessari sinc sum method alreadi return doubl,code/design_debt
move better error messag,code/design_debt
also help get rid sparkrdoc maven profil doc built use psparkr roxygen2 packag avail relat discuss 6567 pwendel srowen let know look better,documentation_debt
bit concern comment good number test would prefer fix checkin,test_debt
seem like method longer need,code/design_debt
think error messag would use includ full path client prop file use,code/design_debt
well see anyth yet github howev add snippet comment explain need method fine,documentation_debt
nit space around,code/design_debt
lgtm bar typo,documentation_debt
subhankarb also add redi sink fault toler guarante tabl connector document found flinkdocsapisstreamingfaulttolerancemd,documentation_debt
reason get rid thisdagsgetdagid there refer dag associ dagid clean happen remov dag object wont fetch add comment make clear,documentation_debt
even though class intern wide use project better avoid break public support test librari,code/design_debt
nit kinda hard read doubl negat consid,code/design_debt
ad test builder read clean code bit write sinc topic never null,code/design_debt
use research also dont think need privat remov lead underscor mayb add comment like dont use jsonload test valid dont want propag json syntax error downstream runner,documentation_debt
may good updat doc hbasecoprocessorregionserverclass section restrict coprocessor usag cpadoc,documentation_debt
propos includ imag sourc directori generat sphinx jekyl build imag directori spark31851 add imag use within page built sphinx copi imag imag directori later jekyl build underscor directori ignor default end miss imag main doc sourc directori show imag correct pyspark document unreleas branch manual test via,documentation_debt
debug println line remov,code/design_debt
sure also upgrad info 010 mayb need general cleanup part,code/design_debt
carri old couchreplicatorschedulerjoberl couchreplicatorerl httpsgithubcomapachecouchdbcouchreplicatorcommitb48d7bdc49d107f33d96f08603006a1c9edc322fdiffba1cca81bdc216835256f72cc6a72fa5r374 beyond sure origin technic possibl say couchreplicatorauth plugin link process exit normal end part code wont worker chang reader known process modul perhap chang comment indic instead leav comment code,documentation_debt
would nice javadoc new method although fair selfexplanatori,documentation_debt
get doc offer grammat improv also correct describ oper requir complet process given watermark forward downstream general rule mean might except simpli say oper requir without ad caveat chang behaviour behavior doc seem use american spell rather english one sure polici regard,documentation_debt
faulti remov irrelev codeactuallytestbasepi noth,code/design_debt
propertymap mark volatil valu ever set construct time answer thread safeti content hashmap protect refer map mark volatil putsget map inherit memori barrier protect associ volatil refer httpstackoverflowcomquestions10357823volatilehashmapvsconcurrenthashmap mayb review concurr issu processor order accept merg request pretti sure even though class most behav correct sinc valu set onschedul onstop safe publish map unlik thread could potenti see stale valu map either class like use concurrenthashmap republish entir fresh map call new hashmap instead clear,requirement_debt
breez slight chatti dir creat,code/design_debt
kafka9896 fix flaki standbytaskeosintegrationtest,test_debt
yes think random chose one depend much data well updat doc best practic also metric show cach hit rate low mayb need rais cach size,documentation_debt
current transform name set blink planner exampl lookupjoin transform use lookupjoin direct lose lot informatoion introduc relwrit reldisplaynamewriterimpl reus code explainterm generat oper name fix oper name set blink planner chang trivial rework code cleanup without test coverag,code/design_debt
fix bug structequ return prematur ad test updat requestresponsetest check equal hashcod struct serializationdeseri possibl use objectsequ longhashcod simplifi code remov deprec usag junittestsuit,code/design_debt
think better explicit declar data instead manipul string way clear input data exampl second thought never mind comment pretti clear way,code/design_debt
messag get excess noisi high traffic condit someth mechan goe wrong pipe log featur instanc emit warn error messag everi singl log event reader goe pipe buffer fill result thousand log messag emit per second make read log difficult caus disk space issu commit address issu ad throttl version common log messag emit messag set interv second default follow function ad sitethrottledstatus sitethrottlednot sitethrottledwarn sitethrottlederror sitethrottledfat sitethrottledalert sitethrottledemerg bonus implement use generic throttler class may also use applic throttl desir,code/design_debt
add doc also updat releas note add new featur master httpsdocstrafficserverapacheorgenlatestreleasenoteswhatsnewenhtml remap plugin check correspond symbol remap plugin well featur plan,documentation_debt
note namespac action would remain test though cleanup run may better use differ name test run,code/design_debt
lgtm name issu standingqueri etc code,code/design_debt
okay ill fix checkstyl issu,code/design_debt
think get rid cant imagin function specif broken alon selectexpr,code/design_debt
thrift directori make sens test reli sleep test script inher flaki ive remov doubl pclose parent process code well see fix problem 368 result anoth problem appveyor fail due includ error sure happen window,test_debt
need ifpres,code/design_debt
optim code style,code/design_debt
changec remov duplic includ option,code/design_debt
descript chang cherrypick yahoo repo branch yahoo43 origin commit httpsgithubcomyahoobookkeepercommit42bdc083 releas addentrybytebuf readonlybooki prevent memoryleak,code/design_debt
would suggest simpli use mximageimread call asnumpi plot shouldnt need depend cv2 way,code/design_debt
small log improv help debug replic issu,code/design_debt
incred big deal getsupportedpropertydescriptor call often often valid refresh caus lot arraylist creat prefer way distributeload handl creat one arraylist reus also use atomicboolean know recreat,code/design_debt
ad quot prevent syntax error weird situat error seen mgt server caus somehow nic miss fix script handl state also report fine also remov interfac variableconst use hardcod second time hardcod easier read 1249 except,code/design_debt
tajo1736 remov improv unnecessari methodgetmountpath,code/design_debt
knew code simpler updat use readvalueastre,code/design_debt
would nice add comment treemap order need,documentation_debt
extra horizont line,code/design_debt
test duplic verbos boilerpl central slavetest,test_debt
believ set compil scope redund,code/design_debt
nit,code/design_debt
would want check sparkcontext instanc rais meaning error,code/design_debt
yes pleas explain chang updat document yes,documentation_debt
may legaci someon put design collect class youd design fashion focuss logic need interact need suppli generic case youd need generic method removepredicatesimplestr predic collect class realiti appli rule engag anyth field flag method check hasinternalproperti realli move coremessag use would mean still get benefit check stay coremessag would realli clean typedproperti field realli care keep clean,code/design_debt
parquet318 remov unnecessari object mapper,code/design_debt
code chang httpsgithubcomapachesparkpull21847 spark write avro file per user provid output schema make robust user friend valid avro schema task launch also support output logic decim type byte default output fix unit test,code/design_debt
particular test probabl other file could made runneragnost would make much better howev under problem ignor,code/design_debt
cheng hao thank implement function bet much faster use hiveudf base number comment test case refactor think would easiest tri commit like rlike simpl test case take rest separ,code/design_debt
particular strong feel lean toward includ noarg constructor two reason consist enrich could chang pattern seem confus contract enricherspoliciesentitiesloc instanti enricherspec etc class must noarg constructor dont expect peopl call constructor direct second point mean probabl includ constructor comment could mayb even chang internalpolicyfactori etc handl call protect constructor would enforc anyway happi ignor,code/design_debt
oop bad also remov unnecessari sbin tachyon path,code/design_debt
besid remov seem also probabl unit test valid new behavior name consum group sink,test_debt
nanosecond much millisecond enough,code/design_debt
check make sure code alway stay sync howev make great code review like static check unnecessari remov pain check also next commit,code/design_debt
nit space,code/design_debt
godfreyh think valid tradeoff futur may except say collectionenviro allow use tableenviron pleas use xxxx instead dataset problem execut logic hardcod environ,code/design_debt
benstopford fpj look good merg asid comment left useauthor paramet kafkaservic one author implement paramet kind make sens scope kafka test think servic class semipubl interfac want care chang reusabl other write system test anyon want test author implement think current useauthor paramet wouldnt great solut theyd add still anoth option make assumpt implement set authorizerclassnam field kafkaservic direct,code/design_debt
except broad,code/design_debt
add test case,test_debt
rebas 719 xurror percyashu curious pass ran local time fail httpsissuesapacheorgjirabrowsefineract855 everi time may flaki test realli someth break strang yes reason prs pass today 723 725 still fail perhap new restassur version somehow chang time someth caus test failur,test_debt
variabl name could better perhap,code/design_debt
add java doc explain backward compat add default valu function instead newli introduc one,documentation_debt
got reason could harder someon look code figur allow sinc dont realli mention rest server realli one requir secur turn anoth reason benefici check mesosrestserv mesosclusterdispatch framework could technic decoupl mesosrestserv allow anoth way receiv request increas flexibl avoid someon forget put suggest move check closer requir help maintain bit better,code/design_debt
ran quick benchmark javadoc task master lucene9215 branch gradlew clean compilejava time gradlew javadoc master build success 21s lucene9215 build success 22s check pass effect free doesnt slow javadoc process hard part alreadi done think lot easier deal error direct gradlew javadoc thing like filenam line number realli help plus remov previous python script recurs pars html thing never instant,code/design_debt
indent,code/design_debt
unnecessari,code/design_debt
ignite6774 java doc broken ludecompositionjava40 warn,documentation_debt
nit add comment lookupkey contain singl column make understand allnul easier,documentation_debt
less load place review better possibl without lot effort anyway everyth testsutil bad name btw util test test,code/design_debt
indent multipl four,code/design_debt
start review want get principl beforehand shade path absolut never use deriv modul name make uniqu reason shade way isol implement detail depend end api surfac bug test rot work pretti hard avoid guava api surfac sinc risk diamond depend conflict high esoter depend includ guava thing connect requir cassandra requir gauva api surfac includ dep situat beam want use guava intern slowli move depend beamvendoredguava200,code/design_debt
complet finish translat work page page flink tabl api sql main show usag tabl api sql flink optim sql queri differ blink flink planner translat chines chang trivial rework code cleanup without test coverag,code/design_debt
remov log4j config done java remain log configur use standard log4j jvm properti log4configur accumuloenvsh tarbal ship less log4j config file rather log4j properti file log4j xml still use edit accumuloenvsh move asyncsocketappend start modul due classpath issu remov auditlogxml ad audit log configur log4jservic log4jmonitor properti file accumulo conf directori longer exampl directori configur file ship conf use default accumulo monitor default bind 0000 advertis hostnam look java log forward shorten name log system properti remov monitorloggingit difficult setup log forward use miniaccumuloclust,code/design_debt
arent shortsbyt intsbyt part code realli confus,code/design_debt
nit seem bit redund assign size line,code/design_debt
jira madlib1206 commit add support minibatch base gradient descent mlp input tabl contain matrix independ variabl minibatch automat use solver two minibatch specif optim also introduc batchsiz nepoch batchsiz default min200 buffers buffers equal number origin input row pack singl row matrix nepoch number time batch buffer iter default chang includ depend variabl minibatch solver also matrix initi vector random order process batch within epoch mlp minibatch current doesnt support weight param error thrown delet unus type name mlpstepresult add unit test newli ad function python file coauthoredbi rahul iyer riyerapacheorg coauthoredbi nikhil kak nkakpivotalio close 243,code/design_debt
btw realli long line convent line longer github review window,code/design_debt
lucene9069 prevent memori leak perfieldanalyzerwrapp,code/design_debt
fine fwiw wouldnt even bother defin valu set asid like doubt user code would want refer want document default cost say cost javadoc know dev like make static constant everyth imo sometim wast ceremoni,code/design_debt
might slight faster take minimum length compar loop check,code/design_debt
pleas add test system session option chang confirm reset work expect,test_debt
person would get rid use extensionvalu extensionnam otherwis rondagostino said remov extensionvalu,code/design_debt
let add comment,documentation_debt
well previous nonrest test implement client send anyth server return success respons clustersatur set true temporari failur remov test class much work rewrit rest client ive test initi round fail pagesdocu got fix use xcontentbuild pass document json client youll find necessari chang branchhttpsgithubcomsebastiannagelnutchtreenutch2739 also updat descript upgrad depend pluginxml ad exclus depend alreadi provid nutch core chang default properti indexwritersxmltempl indexerelast plugin work outofthebox default set far didnt run test scale make sure abl index million document given set,test_debt
excludejavaxexclud exlud validationapi well therefor delet avoid includ unnecessari librari decid add excludejavaxactivationexclud excludejavaxannotationapiexclud excludejavaxinjectexclud excludejavaxservletapiexclud excludejavaxjsonexclud excludejavaxwsexclud,code/design_debt
also could make stat top page wait batch process batch link correspond section name consist pleas renam keep activ batch complet batch,code/design_debt
worri test run parameter still abl determin case set expect except pertest within test base valu paramet rather inspect name test exampl testconflictrunnableonserviceannotationexpectillegalstateexcept doesnt demonstr read test code direct expect except,code/design_debt
add comment exampl actual valu,documentation_debt
think realli need consid option eventu may need clean bit camel bom think long term well end support compon camel support chanc hit issu opinion high,code/design_debt
lgtm liyafan82 thank contribut suggest add similar flag isset option skip separ jira improv perform,code/design_debt
typoth,documentation_debt
typo configuresastoken,documentation_debt
thank minor commentsnit could pleas renam test start test standard look might add final declar match code style like idea integr test simplewebsocketserv smart surpris found mani place clusterclos wasnt call dont see semant gremlindriverintegratetest test chang seem accomplish fix without break behavior chang driverthat nice mayb miss test gremlin server valid chang perhap alreadi better test way simplewebsocketserv test assum polish commit histori bit merg squash thing one commit,code/design_debt
typo gobblin config path,documentation_debt
instead comment line point design document,documentation_debt
pwendel thank comment repli first whether accumul valu subject chang case failurei think though long period spark run way patch actual resolv old todo dagschedulerscalai think accumul usual use take task complic rddcountrddfiltercount mayb wrong count sum distanc point potenti center kmean see mllib think case health status cluster transpar user final result kmean irrelev whether executor lost etc second good point understand use scenario mind provid detail like implement spark guess solv provid approximatevalu api accumul sparkcontext third actual patch ensur valu accumul stage avail stage becom independ mean job need httpsgithubcomapachesparkpull228filesdiff6a9ff7fb74fd490a50462d45db2d5e11l400 job finish job still need certain stage accumul valu calcul stage count,code/design_debt
effici way get last item generat need iter everi item generat get last one might make differ case lot event,code/design_debt
case larg amount data order ensur perform normal write use asynchron rewrit use asyncwaitoper add switch control whether enabl rewrit,code/design_debt
add quick comment true mean,documentation_debt
thank updat wsri think previous comment address except httpsgithubcomapacheflinkpull13595discussionr514988635 gaoyunhaii also mention better supplement test cover empti subpartit case,test_debt
could add code avoid infinit retri loop error also check thread interrupt incas someth els swallow thread interrupt except futur,code/design_debt
better add valu max journal imag respons msg easi debug,code/design_debt
fix typo err msg,documentation_debt
result workstat updat path somewhat slower updat must start 1st copi latest snapshot appli new data copi starvat gone also note metadata codepath general aw lot copi seem convert entir class java least make use 100 java collect would avoid multipl copi go tofrom kafkaapi tojava call,code/design_debt
hope someon figur couldnt get work confus,code/design_debt
nit last two arg simpli clariti,code/design_debt
nit alway better use parameter log perform info default probabl doesnt matter much httpsloggingapacheorglog4j2xperformancehtml,code/design_debt
ping itd good get sinc itll help debug test flake pretti consist jenkin though may also need follow turn log output test think bunch modul dont even log turn,test_debt
use anymor,code/design_debt
carbondata3107 optim errorexcept code better debug,code/design_debt
throw illegalargumentexcept unsupportedoperatorexcept make sens,code/design_debt
lenghth typo,documentation_debt
simplifi,code/design_debt
default made constant somewher instead defin multipl place,code/design_debt
nit extra line,code/design_debt
much thank indepth review scenario worri two worker run task instanc alreadi possibl exampl worker communic get interrupt schedul assign task instanc new worker communic initi worker resum make sens misspok descript though slas still sent differ would sla email would omit task instanc dagrun didnt succeed reason dependsonpast met task couldnt run pool full wont get report email think go includ task dont success status sla miss email even stuck dependsonpast align criteria task caus coredata deliv 9am task caus dag miss sla regardless dependsonpastdepend plus stop treat dependsonpast differ depend like pool full lmk think agre effici go look cach caus perf issu newfound power forc flag could use instead ignoredependsonpast make forc default everi backfil could potenti bit danger user could unintent forc run larg rang alreadi success task backfil violat pool constraint idea let know agre pass bunch differ flag actual todo part code use context paramet instead address flag upstreamfail would prefer leav fix anoth sinc exist hack cope alreadi bit danger larg,code/design_debt
would add comment state assumpt minor though,documentation_debt
tend alway work ide support project view visual studio xcode wherein alreadi know work test project henc test suffix bit redund also alreadi test new framework dont use test suffix,test_debt
improv kerberosdescriptorresourceprovid return http 409 tri creat duplic kerberosdescriptor instead http 500 ugli stack trace clarifi messag incomplet request clean unit test minor cleanup kerberosdescriptorresourceprovid httpsissuesapacheorgjirabrowseambari25025 ad test case unit test test manual,code/design_debt
n3nash thank ad unus redund import checkstyl correspond codestyl rule miss add futur prs,code/design_debt
nnvmkera fix kera model convert improv tutori,documentation_debt
document,documentation_debt
understand allow point spark direct histori server old jhs new at instead hardcod url reli redirect sinc may exist later open question though code modifi mean user need opt submit app perhap way hook spark histori server side may use think someon tri past shs chang yarnspecif made kinda suboptim,code/design_debt
